-3,-3,0.000110491
-3,-2,0.000230402
-3,-1,0.00179083
-2,-3,0.00177244
-2,-2,0.00249898
-2,-1,0.00816371
-1,-3,0.00128956
-1,-2,0.00364229
-1,-1,0.00916739
0,0,0.0551938
1,1,0.14861
1,2,0.104215
1,3,0.0373937
2,1,0.101437
2,2,0.0952347
2,3,0.0439469
3,1,0.0312387
3,2,0.0399799
3,3,0.0360802
