0,0.00133506
0.05,0.00138535
0.1,0.00143934
0.15,0.00149741
0.2,0.00155994
0.25,0.00162737
0.3,0.0017002
0.35,0.00177895
0.4,0.00186422
0.45,0.00195667
0.5,0.00205703
0.55,0.00216609
0.6,0.00228474
0.65,0.00241396
0.7,0.00255484
0.75,0.00270857
0.8,0.00287649
0.85,0.00306004
0.9,0.00326084
0.95,0.00348067
1,0.00372149
1.05,0.00398546
1.1,0.00427495
1.15,0.00459257
1.2,0.00494119
1.25,0.00532395
1.3,0.00574429
1.35,0.00620597
1.4,0.0067131
1.45,0.00727015
1.5,0.00788199
1.55,0.00855389
1.6,0.00929156
1.65,0.0101012
1.7,0.0109893
1.75,0.0119632
1.8,0.0130303
1.85,0.0141987
1.9,0.0154771
1.95,0.0168744
2,0.0184002
2.05,0.0200643
2.1,0.0218771
2.15,0.023849
2.2,0.0259908
2.25,0.0283135
2.3,0.0308279
2.35,0.0335449
2.4,0.0364747
2.45,0.0396274
2.5,0.0430123
2.55,0.0466378
2.6,0.0505111
2.65,0.054638
2.7,0.0590227
2.75,0.0636672
2.8,0.0685716
2.85,0.0737333
2.9,0.0791469
2.95,0.084804
3,0.0906929
3.05,0.0967986
3.1,0.103102
3.15,0.109582
3.2,0.116211
3.25,0.12296
3.3,0.129797
3.35,0.136684
3.4,0.143583
3.45,0.150452
3.5,0.157247
3.55,0.163923
3.6,0.170433
3.65,0.176731
3.7,0.182772
3.75,0.18851
3.8,0.193905
3.85,0.198915
3.9,0.203506
3.95,0.207645
4,0.211306
4.05,0.214469
4.1,0.217116
4.15,0.21924
4.2,0.220837
4.25,0.221911
4.3,0.222471
4.35,0.222535
4.4,0.222123
4.45,0.221262
4.5,0.219984
4.55,0.218327
4.6,0.216328
4.65,0.214031
4.7,0.211479
4.75,0.208719
4.8,0.205797
4.85,0.202759
4.9,0.19965
4.95,0.196513
5,0.19339
5.05,0.190321
5.1,0.187341
5.15,0.184484
5.2,0.181778
5.25,0.17925
5.3,0.17692
5.35,0.174807
5.4,0.172924
5.45,0.171282
5.5,0.169886
5.55,0.16874
5.6,0.167841
5.65,0.167187
5.7,0.166768
5.75,0.166575
5.8,0.166595
5.85,0.166812
5.9,0.167208
5.95,0.167764
6,0.168459
6.05,0.169269
6.1,0.17017
6.15,0.171138
6.2,0.172147
6.25,0.17317
6.3,0.174183
6.35,0.175158
6.4,0.176069
6.45,0.176892
6.5,0.177602
6.55,0.178176
6.6,0.178592
6.65,0.178829
6.7,0.178869
6.75,0.178695
6.8,0.178291
6.85,0.177645
6.9,0.176747
6.95,0.17559
7,0.174166
7.05,0.172474
7.1,0.170513
7.15,0.168285
7.2,0.165794
7.25,0.163048
7.3,0.160056
7.35,0.156828
7.4,0.153377
7.45,0.149719
7.5,0.14587
7.55,0.141848
7.6,0.137671
7.65,0.133359
7.7,0.128933
7.75,0.124413
7.8,0.119819
7.85,0.115173
7.9,0.110496
7.95,0.105807
8,0.101125
8.05,0.0964691
8.1,0.0918567
8.15,0.0873042
8.2,0.0828267
8.25,0.0784381
8.3,0.0741508
8.35,0.069976
8.4,0.0659234
8.45,0.0620012
8.5,0.0582164
8.55,0.0545746
8.6,0.0510799
8.65,0.0477354
8.7,0.0445429
8.75,0.0415031
8.8,0.0386159
8.85,0.03588
8.9,0.0332933
8.95,0.0308533
9,0.0285564
9.05,0.0263988
9.1,0.024376
9.15,0.0224834
9.2,0.0207158
9.25,0.0190679
9.3,0.0175343
9.35,0.0161094
9.4,0.0147876
9.45,0.0135634
9.5,0.0124312
9.55,0.0113855
9.6,0.0104211
9.65,0.00953272
9.7,0.00871538
9.75,0.00796426
9.8,0.00727476
9.85,0.00664246
9.9,0.00606318
9.95,0.00553296
