0,1,4.07334,0.823341
1,1,4.07334,0.823341
2,1,4.07334,0.823341
3,1,4.07334,0.823341
4,1,4.07334,0.823341
5,1,4.07334,0.823341
6,1,4.07334,0.823341
7,1,4.07334,0.823341
8,1,4.07334,0.823341
9,0,6.79827,0.954223
10,1,4.07334,0.823341
11,1,4.07334,0.823341
12,1,4.07334,0.823341
13,1,4.07334,0.823341
14,1,4.07334,0.823341
15,1,4.07334,0.823341
16,1,4.07334,0.823341
17,1,4.07334,0.823341
18,1,4.07334,0.823341
19,1,4.07334,0.823341
20,1,4.07334,0.823341
21,1,4.07334,0.823341
22,0,6.79827,0.954223
23,1,4.07334,0.823341
24,1,4.07334,0.823341
25,1,4.07334,0.823341
26,1,4.07334,0.823341
27,1,4.07334,0.823341
28,1,4.07334,0.823341
29,1,4.07334,0.823341
30,1,4.07334,0.823341
31,1,4.07334,0.823341
32,1,4.07334,0.823341
33,1,4.07334,0.823341
34,1,4.07334,0.823341
35,1,4.07334,0.823341
36,1,4.07334,0.823341
37,1,4.07334,0.823341
38,1,4.07334,0.823341
39,1,4.07334,0.823341
40,1,4.07334,0.823341
41,1,4.07334,0.823341
42,1,4.07334,0.823341
43,1,4.07334,0.823341
44,1,4.07334,0.823341
45,1,4.07334,0.823341
46,1,4.07334,0.823341
47,1,4.07334,0.823341
48,1,4.07334,0.823341
49,2,1.38122,0.594759
50,0,6.79827,0.954223
51,0,6.79827,0.954223
52,0,6.79827,0.954223
53,0,6.79827,0.954223
54,0,6.79827,0.954223
55,0,6.79827,0.954223
56,0,6.79827,0.954223
57,0,6.79827,0.954223
58,0,6.79827,0.954223
59,1,4.07334,0.823341
60,1,4.07334,0.823341
61,0,6.79827,0.954223
62,0,6.79827,0.954223
63,0,6.79827,0.954223
64,0,6.79827,0.954223
65,0,6.79827,0.954223
66,0,6.79827,0.954223
67,0,6.79827,0.954223
68,0,6.79827,0.954223
69,0,6.79827,0.954223
70,0,6.79827,0.954223
71,0,6.79827,0.954223
72,0,6.79827,0.954223
73,0,6.79827,0.954223
74,0,6.79827,0.954223
75,0,6.79827,0.954223
76,0,6.79827,0.954223
77,0,6.79827,0.954223
78,0,6.79827,0.954223
79,1,4.07334,0.823341
80,0,6.79827,0.954223
81,0,6.79827,0.954223
82,0,6.79827,0.954223
83,0,6.79827,0.954223
84,0,6.79827,0.954223
85,0,6.79827,0.954223
86,0,6.79827,0.954223
87,0,6.79827,0.954223
88,0,6.79827,0.954223
89,0,6.79827,0.954223
90,0,6.79827,0.954223
91,0,6.79827,0.954223
92,0,6.79827,0.954223
93,1,4.07334,0.823341
94,0,6.79827,0.954223
95,0,6.79827,0.954223
96,0,6.79827,0.954223
97,0,6.79827,0.954223
98,0,6.79827,0.954223
99,0,6.79827,0.954223
