0,0.000895594
0.05,0.000949287
0.1,0.00100746
0.15,0.00107054
0.2,0.001139
0.25,0.00121334
0.3,0.00129414
0.35,0.001382
0.4,0.00147762
0.45,0.00158175
0.5,0.00169521
0.55,0.00181891
0.6,0.00195386
0.65,0.00210114
0.7,0.00226199
0.75,0.00243771
0.8,0.00262979
0.85,0.00283982
0.9,0.00306956
0.95,0.00332095
1,0.00359612
1.05,0.00389738
1.1,0.00422727
1.15,0.00458858
1.2,0.00498433
1.25,0.00541784
1.3,0.0058927
1.35,0.00641282
1.4,0.00698245
1.45,0.00760617
1.5,0.00828897
1.55,0.00903617
1.6,0.00985354
1.65,0.0107472
1.7,0.0117239
1.75,0.0127904
1.8,0.0139544
1.85,0.0152236
1.9,0.0166064
1.95,0.0181114
2,0.0197477
2.05,0.0215247
2.1,0.0234521
2.15,0.0255396
2.2,0.0277972
2.25,0.030235
2.3,0.0328629
2.35,0.0356905
2.4,0.0387272
2.45,0.0419818
2.5,0.0454624
2.55,0.049176
2.6,0.0531286
2.65,0.0573248
2.7,0.0617674
2.75,0.0664576
2.8,0.0713941
2.85,0.0765734
2.9,0.0819892
2.95,0.0876325
3,0.0934911
3.05,0.0995497
3.1,0.105789
3.15,0.112188
3.2,0.11872
3.25,0.125357
3.3,0.132065
3.35,0.138811
3.4,0.145556
3.45,0.15226
3.5,0.158881
3.55,0.165376
3.6,0.171699
3.65,0.177807
3.7,0.183656
3.75,0.189202
3.8,0.194406
3.85,0.199229
3.9,0.203635
3.95,0.207595
4,0.211081
4.05,0.214071
4.1,0.216549
4.15,0.218504
4.2,0.219932
4.25,0.220833
4.3,0.221215
4.35,0.221089
4.4,0.220474
4.45,0.219393
4.5,0.217875
4.55,0.215952
4.6,0.21366
4.65,0.211038
4.7,0.208128
4.75,0.204974
4.8,0.201621
4.85,0.198113
4.9,0.194497
4.95,0.190818
5,0.187119
5.05,0.183443
5.1,0.179829
5.15,0.176316
5.2,0.172939
5.25,0.16973
5.3,0.166718
5.35,0.16393
5.4,0.161387
5.45,0.159109
5.5,0.157111
5.55,0.155405
5.6,0.154
5.65,0.1529
5.7,0.152107
5.75,0.15162
5.8,0.151433
5.85,0.151539
5.9,0.151925
5.95,0.152579
6,0.153483
6.05,0.154617
6.1,0.15596
6.15,0.157486
6.2,0.15917
6.25,0.160982
6.3,0.162892
6.35,0.164868
6.4,0.166878
6.45,0.168886
6.5,0.170859
6.55,0.172761
6.6,0.174559
6.65,0.176218
6.7,0.177705
6.75,0.178988
6.8,0.180038
6.85,0.180826
6.9,0.181329
6.95,0.181522
7,0.181387
7.05,0.180909
7.1,0.180075
7.15,0.178876
7.2,0.177308
7.25,0.175372
7.3,0.173069
7.35,0.170409
7.4,0.167401
7.45,0.164061
7.5,0.160406
7.55,0.156457
7.6,0.152238
7.65,0.147775
7.7,0.143095
7.75,0.138228
7.8,0.133204
7.85,0.128054
7.9,0.122808
7.95,0.117498
8,0.112152
8.05,0.106801
8.1,0.101472
8.15,0.0961914
8.2,0.0909828
8.25,0.0858688
8.3,0.0808695
8.35,0.0760026
8.4,0.0712838
8.45,0.0667262
8.5,0.0623406
8.55,0.0581357
8.6,0.0541179
8.65,0.0502917
8.7,0.0466596
8.75,0.0432223
8.8,0.039979
8.85,0.0369274
8.9,0.034064
8.95,0.0313843
9,0.0288826
9.05,0.0265528
9.1,0.0243879
9.15,0.0223807
9.2,0.0205233
9.25,0.0188081
9.3,0.017227
9.35,0.015772
9.4,0.0144352
9.45,0.0132088
9.5,0.0120854
9.55,0.0110575
9.6,0.0101182
9.65,0.00926067
9.7,0.00847859
9.75,0.00776591
9.8,0.00711693
9.85,0.00652632
9.9,0.0059891
9.95,0.00550061
