0,3.87803,4,3.11382,2.72213
1,2.91318,2,4.02847,0.866297
2,4.03327,2,4.02847,0.866297
3,4.74484,3,5.83681,1.5372
4,4.46253,2,4.02847,0.866297
5,4.2007,2,4.02847,0.866297
6,5.02096,0,5.25653,0.239992
7,4.78341,2,4.02847,0.866297
8,3.31285,2,4.02847,0.866297
9,5.30842,0,5.25653,0.239992
10,3.22726,2,4.02847,0.866297
11,3.47843,2,4.02847,0.866297
12,3.10538,1,4.02533,0.41464
13,3.98683,2,4.02847,0.866297
14,3.92626,2,4.02847,0.866297
15,4.85825,2,4.02847,0.866297
16,5.40231,3,5.83681,1.5372
17,4.8059,0,5.25653,0.239992
18,5.21152,0,5.25653,0.239992
19,4.04648,2,4.02847,0.866297
20,2.68572,2,4.02847,0.866297
21,3.86892,2,4.02847,0.866297
22,5.67327,0,5.25653,0.239992
23,3.98976,2,4.02847,0.866297
24,3.39304,4,3.11382,2.72213
25,2.40367,4,3.11382,2.72213
26,5.1047,0,5.25653,0.239992
27,2.67443,2,4.02847,0.866297
28,4.15874,3,5.83681,1.5372
29,3.8381,2,4.02847,0.866297
30,4.56796,2,4.02847,0.866297
31,3.98585,3,5.83681,1.5372
32,5.11675,0,5.25653,0.239992
33,4.55733,2,4.02847,0.866297
34,4.94101,0,5.25653,0.239992
35,3.78116,3,5.83681,1.5372
36,3.86515,2,4.02847,0.866297
37,2.89906,2,4.02847,0.866297
38,4.09585,1,4.02533,0.41464
39,3.93326,2,4.02847,0.866297
40,3.84215,2,4.02847,0.866297
41,5.32769,0,5.25653,0.239992
42,4.13261,3,5.83681,1.5372
43,4.05901,2,4.02847,0.866297
44,4.9906,3,5.83681,1.5372
45,3.77384,2,4.02847,0.866297
46,3.2581,2,4.02847,0.866297
47,4.04264,2,4.02847,0.866297
48,4.77581,3,5.83681,1.5372
49,1.14343,4,3.11382,2.72213
50,6.68429,3,5.83681,1.5372
51,4.92481,2,4.02847,0.866297
52,6.03361,3,5.83681,1.5372
53,5.47336,0,5.25653,0.239992
54,8.12468,3,5.83681,1.5372
55,6.37172,3,5.83681,1.5372
56,5.87216,3,5.83681,1.5372
57,5.66319,2,4.02847,0.866297
58,5.06416,2,4.02847,0.866297
59,3.32763,2,4.02847,0.866297
60,3.98471,2,4.02847,0.866297
61,6.05037,3,5.83681,1.5372
62,5.81532,3,5.83681,1.5372
63,5.32055,0,5.25653,0.239992
64,6.37691,3,5.83681,1.5372
65,5.25073,0,5.25653,0.239992
66,5.66477,3,5.83681,1.5372
67,6.67257,3,5.83681,1.5372
68,5.71489,3,5.83681,1.5372
69,7.15087,3,5.83681,1.5372
70,5.52904,3,5.83681,1.5372
71,6.07227,3,5.83681,1.5372
72,5.59439,3,5.83681,1.5372
73,5.68474,3,5.83681,1.5372
74,5.01188,3,5.83681,1.5372
75,6.79714,3,5.83681,1.5372
76,5.02825,3,5.83681,1.5372
77,7.56957,3,5.83681,1.5372
78,7.41817,3,5.83681,1.5372
79,4.00636,3,5.83681,1.5372
80,6.5156,2,4.02847,0.866297
81,4.80246,3,5.83681,1.5372
82,4.56428,2,4.02847,0.866297
83,5.88597,3,5.83681,1.5372
84,5.5821,3,5.83681,1.5372
85,4.95167,0,5.25653,0.239992
86,6.74611,3,5.83681,1.5372
87,5.91756,0,5.25653,0.239992
88,6.01884,4,3.11382,2.72213
89,7.14174,3,5.83681,1.5372
90,7.10216,3,5.83681,1.5372
91,6.45057,3,5.83681,1.5372
92,6.12692,3,5.83681,1.5372
93,4.14756,3,5.83681,1.5372
94,6.93007,3,5.83681,1.5372
95,6.99091,3,5.83681,1.5372
96,8.00478,3,5.83681,1.5372
97,5.87824,0,5.25653,0.239992
98,7.34531,3,5.83681,1.5372
99,5.73557,3,5.83681,1.5372
