0,3.87803,3,4.84117,1.07272
1,2.91318,1,5.01182,2.07608
2,4.03327,1,5.01182,2.07608
3,4.74484,1,5.01182,2.07608
4,4.46253,1,5.01182,2.07608
5,4.2007,1,5.01182,2.07608
6,5.02096,0,5.14892,0.491066
7,4.78341,1,5.01182,2.07608
8,3.31285,1,5.01182,2.07608
9,5.30842,1,5.01182,2.07608
10,3.22726,1,5.01182,2.07608
11,3.47843,1,5.01182,2.07608
12,3.10538,1,5.01182,2.07608
13,3.98683,1,5.01182,2.07608
14,3.92626,1,5.01182,2.07608
15,4.85825,1,5.01182,2.07608
16,5.40231,1,5.01182,2.07608
17,4.8059,0,5.14892,0.491066
18,5.21152,0,5.14892,0.491066
19,4.04648,2,4.33503,0.46096
20,2.68572,1,5.01182,2.07608
21,3.86892,1,5.01182,2.07608
22,5.67327,0,5.14892,0.491066
23,3.98976,1,5.01182,2.07608
24,3.39304,3,4.84117,1.07272
25,2.40367,3,4.84117,1.07272
26,5.1047,1,5.01182,2.07608
27,2.67443,1,5.01182,2.07608
28,4.15874,3,4.84117,1.07272
29,3.8381,1,5.01182,2.07608
30,4.56796,1,5.01182,2.07608
31,3.98585,3,4.84117,1.07272
32,5.11675,0,5.14892,0.491066
33,4.55733,1,5.01182,2.07608
34,4.94101,0,5.14892,0.491066
35,3.78116,3,4.84117,1.07272
36,3.86515,2,4.33503,0.46096
37,2.89906,1,5.01182,2.07608
38,4.09585,0,5.14892,0.491066
39,3.93326,2,4.33503,0.46096
40,3.84215,2,4.33503,0.46096
41,5.32769,1,5.01182,2.07608
42,4.13261,3,4.84117,1.07272
43,4.05901,1,5.01182,2.07608
44,4.9906,3,4.84117,1.07272
45,3.77384,1,5.01182,2.07608
46,3.2581,1,5.01182,2.07608
47,4.04264,1,5.01182,2.07608
48,4.77581,3,4.84117,1.07272
49,1.14343,1,5.01182,2.07608
50,6.68429,3,4.84117,1.07272
51,4.92481,1,5.01182,2.07608
52,6.03361,1,5.01182,2.07608
53,5.47336,1,5.01182,2.07608
54,8.12468,1,5.01182,2.07608
55,6.37172,1,5.01182,2.07608
56,5.87216,1,5.01182,2.07608
57,5.66319,1,5.01182,2.07608
58,5.06416,1,5.01182,2.07608
59,3.32763,1,5.01182,2.07608
60,3.98471,1,5.01182,2.07608
61,6.05037,1,5.01182,2.07608
62,5.81532,1,5.01182,2.07608
63,5.32055,1,5.01182,2.07608
64,6.37691,3,4.84117,1.07272
65,5.25073,1,5.01182,2.07608
66,5.66477,3,4.84117,1.07272
67,6.67257,1,5.01182,2.07608
68,5.71489,1,5.01182,2.07608
69,7.15087,1,5.01182,2.07608
70,5.52904,1,5.01182,2.07608
71,6.07227,1,5.01182,2.07608
72,5.59439,3,4.84117,1.07272
73,5.68474,3,4.84117,1.07272
74,5.01188,3,4.84117,1.07272
75,6.79714,1,5.01182,2.07608
76,5.02825,3,4.84117,1.07272
77,7.56957,1,5.01182,2.07608
78,7.41817,1,5.01182,2.07608
79,4.00636,3,4.84117,1.07272
80,6.5156,1,5.01182,2.07608
81,4.80246,3,4.84117,1.07272
82,4.56428,1,5.01182,2.07608
83,5.88597,1,5.01182,2.07608
84,5.5821,1,5.01182,2.07608
85,4.95167,0,5.14892,0.491066
86,6.74611,3,4.84117,1.07272
87,5.91756,0,5.14892,0.491066
88,6.01884,3,4.84117,1.07272
89,7.14174,1,5.01182,2.07608
90,7.10216,3,4.84117,1.07272
91,6.45057,1,5.01182,2.07608
92,6.12692,1,5.01182,2.07608
93,4.14756,3,4.84117,1.07272
94,6.93007,1,5.01182,2.07608
95,6.99091,1,5.01182,2.07608
96,8.00478,1,5.01182,2.07608
97,5.87824,0,5.14892,0.491066
98,7.34531,1,5.01182,2.07608
99,5.73557,1,5.01182,2.07608
